0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 22.05 0.00 0.00 0.00 0.00 6.80 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 33.71 0.00 0.00 0.00 62.14 0.00 53.71 0.00 0.00 0.00 0.00 0.00 49.90 0.00 0.00 0.00 44.77 29.37 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 23.70 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 38.14 17.64 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 41.17 0.00 0.00 0.00 0.00 0.00 70.27 0.00 0.00 0.00 0.00 0.00 28.06 70.53 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 25.66 0.00 102.29 0.00 0.00 17.44 64.34 0.00 0.00 0.00 0.00 0.00 0.00 0.00 93.80 0.00 0.00 0.00 80.60 0.00 0.00 0.00 100.70 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 27.00 0.00 0.00 0.00 43.55 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 38.12 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 24.73 0.00 0.00 0.00 69.85 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 59.26 0.00 0.00 0.00 0.00 0.00 0.00 50.91 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 40.37 0.00 0.00 0.00 83.50 0.00 0.00 0.00 19.62 0.00 0.00 0.00 0.00 50.31 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 60.17 0.00 0.00 0.00 29.84 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 25.05 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 36.70 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 67.47 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 91.32 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 49.74 0.00
0.00 0.00 0.00 0.00 0.00 0.00 72.52 0.00 0.00 61.30 0.00 0.00 81.35 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 34.08 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 82.54 0.00 0.00 0.00 0.00 0.00 0.00 75.27 0.00 0.00 0.00 0.00
0.00 0.00 0.00 103.18 0.00 0.00 0.00 0.00 57.79 0.00 0.00 0.00 91.12 0.00 0.00 0.00 0.00 0.00 54.83 0.00 0.00 44.85 0.00 0.00 0.00 0.00 0.00 0.00 69.22 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 30.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 54.32 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 31.96 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 107.32 0.00 48.59 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 65.71 0.00
